date,ABEV3,ALOS3,ALPA4,ASAI3,AZUL4,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BHIA3,BPAC11,BRAP4,BRAV3,BRFS3,BRKM5,CASH3,CBAV3,CCRO3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,DIRR3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GMAT3,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MDIA3,MGLU3,MOVI3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,PSSA3,QUAL3,RADL3,RAIL3,RAIZ4,RDOR3,RECV3,RENT3,SANB11,SBSP3,SIMH3,SLCE3,SMTO3,STBP3,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VAMO3,VBBR3,VIVT3,WEGE3,YDUQ3
2024-02-29,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01524864,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.03194314,-6.65680600,0.02675933,0.02783290,-0.00158435,-0.00765321,-0.54504515,0.00264539,-0.25352509,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.46845008,0.00278297,-0.08310321,0.03093378,0.01481196,0.13422509,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.01955235,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.20256812,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.03848749,0.03861657,0.00009833,0.11767356,0.04108758,-0.09358353,0.00956933,0.00691056,0.05008022,0.01693605,0.02500599,0.02291991,0.01140862,0.01087155,-0.02410659,0.04093192,0.00378920,0.01567073,0.03313363,0.02066295,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,1.22270657,0.01738006,0.00951281,0.14422884
2024-03-01,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01524864,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.03194314,-6.65680600,0.02675933,0.02783290,-0.00158435,-0.00765321,-0.54504515,0.00264539,-0.25352509,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00278297,-0.08310321,0.03093378,0.01481196,0.13422509,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.01955235,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.20256812,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.03848749,0.03861657,0.00009833,0.11767356,0.04108758,-0.09358353,0.00956933,0.00691056,0.05008022,0.01693605,0.02500599,0.02291991,0.01140862,0.01087155,-0.02410659,0.04093192,0.00378920,0.01567073,0.03313363,0.02066295,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,1.22270657,0.01738006,0.00951281,0.14422884
2024-03-04,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01524864,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.03194314,-6.65680600,0.02675933,0.02783290,-0.00158435,-0.00765321,-0.54504515,0.00264539,-0.25352509,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00278297,-0.08310321,0.03093378,0.01481196,0.13422509,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.01955235,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.20256812,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.03848749,0.03861657,0.00009833,0.11767356,0.04108758,-0.09358353,0.00956933,0.00691056,0.05008022,0.01693605,0.02500599,0.02291991,0.01140862,0.01087155,-0.02410659,0.04093192,0.00378920,0.01567073,0.03313363,0.02066295,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-05,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01524864,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.03194314,-6.65680600,0.02675933,0.02783290,-0.00158435,-0.00765321,-0.54504515,0.00264539,-0.25352509,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00278297,-0.08310321,0.03093378,0.01481196,0.13422509,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.01955235,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.20256812,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.03848749,0.03861657,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.02291991,0.01140862,0.01087155,-0.02410659,0.04093192,0.00378920,0.01567073,0.03313363,0.02066295,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-06,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01524864,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.04391135,-0.00765321,-0.54504515,0.00264539,-0.25352509,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.01481196,0.04811949,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.20256812,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.03848749,0.03861657,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.02291991,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-07,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.04391135,-0.00765321,-0.54504515,0.00264539,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.01481196,0.04811949,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.05149524,0.05166794,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.02291991,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-08,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,0.00264539,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.01481196,0.04811949,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,6.68892246,-137.28789916,0.05149524,0.05166794,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.02291991,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-11,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,0.00264539,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.02320772,0.04811949,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.04757269,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-12,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,0.00264539,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.02320772,0.04811949,0.09068339,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.03272544,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.03509958,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00009833,0.11767356,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-13,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,-0.00501573,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.08310321,0.03093378,0.02320772,0.04811949,0.07875817,0.03287054,248.24712881,245.48541696,0.01000727,-0.00079306,0.03272544,0.03251524,0.00460648,0.04312980,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.00785882,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00009833,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.14422884
2024-03-14,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,-0.00501573,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.01000727,0.00237284,0.03272544,0.03251524,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.01250408,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-15,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.54504515,-0.00501573,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.03251524,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.04340773,0.02665259,0.00114399,0.00339173,0.01250408,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-18,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.03787394,0.08397816,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.03251524,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-19,0.01648167,0.00231048,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.03787394,0.03235727,-0.01285710,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.03251524,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,0.00098852,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01567073,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-20,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.03787394,0.03235727,-0.02610239,0.02759199,0.01542729,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.09358353,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-21,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01087155,-0.02410659,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-22,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-6.65680600,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01131586,-0.02410659,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.01621285,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-25,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-9.73916900,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,0.00114399,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01693605,0.02741595,0.00970179,0.01140862,0.01131586,-0.02410659,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.02336307,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-26,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-9.73916900,0.02675933,0.02783290,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00811397,0.02631488,0.32822108,-0.00099375,0.05019843,0.02981492,0.02665259,-0.00008391,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.14953394,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01251142,0.02741595,0.00970179,0.01140862,0.01131586,-0.02468355,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.02336307,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-27,0.01648167,1.29044481,-1.65583819,0.00831787,-0.95268964,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-9.73916900,0.02675933,0.03867877,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.24526969,-0.00484918,0.02631488,0.32822108,-0.00232841,0.05019843,0.02981492,0.02665259,-0.00008391,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.06311734,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01251142,0.02741595,0.00970179,0.01140862,0.01131586,-0.02468355,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.02336307,0.17496003,0.01738006,0.00951281,0.02879419
2024-03-28,0.01648167,1.29044481,-1.65583819,0.00831787,-1.44356863,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-9.73916900,0.02675933,0.03867877,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.05373518,-0.00484918,0.02631488,0.32822108,-0.00232841,0.05019843,0.02981492,0.02665259,-0.00008391,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.06311734,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01251142,0.02741595,0.00970179,0.01140862,0.01131586,-0.02468355,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.02336307,0.17496003,0.01738006,0.00951281,0.02879419
2024-04-01,0.01648167,1.29044481,-1.65583819,0.00831787,-1.44356863,0.01128512,0.01603084,0.05550283,0.01785156,0.01810247,0.03069138,0.01356757,-9.73916900,0.02675933,0.03867877,0.03163880,-0.00765321,-0.86228493,-0.00501573,-0.06285960,0.00772133,0.05939652,0.03235727,-0.02610239,0.03337694,0.03533347,-0.00283329,0.14642778,0.00150001,-0.09806662,0.03673583,0.02320772,0.04811949,0.07875817,0.03287054,0.01329753,0.01314959,0.00312036,0.00237284,0.03272544,0.02376483,0.01501842,0.02025541,0.04036092,0.02069707,0.14913734,-0.05373518,-0.00484918,0.02631488,0.32822108,-0.00232841,0.05019843,0.02981492,0.02665259,-0.00008391,0.00339173,0.01250408,-0.02304598,0.04758247,-0.06533529,-0.01094876,-0.06311734,-0.00020662,0.02691230,0.05869215,-137.28789916,0.05149524,0.05166794,0.00062964,0.06929012,0.04108758,-0.02415176,0.00852273,0.00691056,0.05008022,0.01251142,0.02741595,0.00970179,0.01140862,0.01131586,-0.02468355,0.01885860,0.00378920,0.01272000,0.03313363,0.02592375,0.02683810,0.01266545,0.04504812,0.04520864,0.01891400,0.02336307,0.17496003,0.01738006,0.00951281,0.02879419
