Filtro A,Filtro B,Limiar,Estrategia,Data,Jaccard
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-11-13,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-11-20,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-11-27,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-12-04,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-12-11,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-12-18,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-12-26,0.7215
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-01-02,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-01-08,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-01-15,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-01-22,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-01-29,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-02-05,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-02-14,0.7349
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-02-19,0.7349
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-02-26,0.6867
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-03-04,0.7195
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-03-11,0.7195
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-03-18,0.7500
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2024-03-25,0.7375
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-03-20,0.6667
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-03-27,0.6866
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-04-03,0.6712
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-04-10,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-04-17,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-04-24,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-05-02,0.7123
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-05-08,0.7123
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-05-15,0.7532
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-05-22,0.7867
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-05-29,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-06-05,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-06-12,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-06-19,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-06-26,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-07-03,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-07-10,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-07-17,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-07-24,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-07-31,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-08-07,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-08-14,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-08-21,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-08-28,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-09-04,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-09-11,0.7308
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-09-18,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-09-25,0.7308
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-10-02,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-10-09,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-10-16,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-10-23,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-10-30,0.7143
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-11-06,0.7051
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-11-13,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-11-20,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-11-27,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-12-04,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-12-11,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-12-18,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2023-12-26,0.7215
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-01-02,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-01-08,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-01-15,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-01-22,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-01-29,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-02-05,0.7125
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-02-14,0.7349
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-02-19,0.7349
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-02-26,0.6867
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-03-04,0.7195
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-03-11,0.7195
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-03-18,0.7500
Lucro Liquido Positivo,Projetado,0.5%,Value-Weighted,2024-03-25,0.7375
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-03-20,0.2500
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-03-27,0.2667
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-04-03,0.3333
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-04-10,0.3889
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-04-17,0.3889
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-04-24,0.4211
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-05-02,0.5000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-05-08,0.5000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-05-15,0.6316
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-05-22,0.8000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-05-29,0.8667
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-06-05,0.6667
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-06-12,0.6000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-06-19,0.6000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-06-26,0.5333
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-07-03,0.6667
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-07-10,0.6667
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-07-17,0.5625
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-07-24,0.5625
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-07-31,0.6000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-08-07,0.5333
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-08-14,0.5625
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-08-21,0.7143
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-08-28,0.6250
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-09-04,0.6000
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-09-11,0.6471
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-09-18,0.5882
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-09-25,0.6875
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-10-02,0.5556
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-10-09,0.5882
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-10-16,0.5882
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-10-23,0.6471
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-10-30,0.4500
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-11-06,0.4500
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-11-13,0.3636
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-11-20,0.3478
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-11-27,0.3913
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-12-04,0.3913
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-12-11,0.3478
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-12-18,0.4545
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2023-12-26,0.4762
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-01-02,0.4762
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-01-08,0.5238
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-01-15,0.5217
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-01-22,0.5714
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-01-29,0.5652
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-02-05,0.4783
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-02-14,0.5789
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-02-19,0.5500
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-02-26,0.5500
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-03-04,0.6471
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-03-11,0.6471
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-03-18,0.5789
Lucro Liquido Positivo,Projetado,0.5%,Markowitz,2024-03-25,0.5500
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-03-20,0.6600
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-03-27,0.6780
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-04-03,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-04-10,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-04-17,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-04-24,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-05-02,0.7377
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-05-08,0.7377
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-05-15,0.7656
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-05-22,0.7742
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-05-29,0.7742
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-06-05,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-06-12,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-06-19,0.7258
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-06-26,0.7258
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-07-03,0.7581
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-07-10,0.7581
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-07-17,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-07-24,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-07-31,0.7097
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-08-07,0.7460
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-08-14,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-08-21,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-08-28,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-09-04,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-09-11,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-09-18,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-09-25,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-10-02,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-10-09,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-10-16,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-10-23,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-10-30,0.6479
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-11-06,0.6338
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-11-13,0.6933
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-11-20,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-11-27,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-12-04,0.6757
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-12-11,0.6849
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-12-18,0.6712
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2023-12-26,0.6712
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-01-02,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-01-08,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-01-15,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-01-22,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-01-29,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-02-05,0.6986
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-02-14,0.7027
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-02-19,0.7027
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-02-26,0.7083
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-03-04,0.7324
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-03-11,0.7222
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-03-18,0.7536
Lucro Liquido Positivo,Projetado,1.0%,Equal-Weight,2024-03-25,0.7429
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-03-20,0.6600
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-03-27,0.6780
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-04-03,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-04-10,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-04-17,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-04-24,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-05-02,0.7377
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-05-08,0.7377
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-05-15,0.7656
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-05-22,0.7742
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-05-29,0.7742
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-06-05,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-06-12,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-06-19,0.7258
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-06-26,0.7258
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-07-03,0.7581
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-07-10,0.7581
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-07-17,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-07-24,0.7419
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-07-31,0.7097
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-08-07,0.7460
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-08-14,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-08-21,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-08-28,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-09-04,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-09-11,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-09-18,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-09-25,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-10-02,0.6620
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-10-09,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-10-16,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-10-23,0.6761
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-10-30,0.6479
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-11-06,0.6338
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-11-13,0.6933
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-11-20,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-11-27,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-12-04,0.6757
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-12-11,0.6849
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-12-18,0.6712
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2023-12-26,0.6712
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-01-02,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-01-08,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-01-15,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-01-22,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-01-29,0.6892
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-02-05,0.6986
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-02-14,0.7027
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-02-19,0.7027
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-02-26,0.7083
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-03-04,0.7324
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-03-11,0.7222
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-03-18,0.7536
Lucro Liquido Positivo,Projetado,1.0%,Value-Weighted,2024-03-25,0.7429
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-03-20,0.2500
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-03-27,0.2000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-04-03,0.3333
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-04-10,0.3333
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-04-17,0.3684
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-04-24,0.3889
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-05-02,0.4706
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-05-08,0.4706
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-05-15,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-05-22,0.7143
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-05-29,0.7143
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-06-05,0.7692
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-06-12,0.6250
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-06-19,0.6000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-06-26,0.6000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-07-03,0.6250
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-07-10,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-07-17,0.6250
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-07-24,0.6250
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-07-31,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-08-07,0.7857
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-08-14,0.6000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-08-21,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-08-28,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-09-04,0.6000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-09-11,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-09-18,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-09-25,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-10-02,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-10-09,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-10-16,0.6250
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-10-23,0.6875
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-10-30,0.5000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-11-06,0.5263
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-11-13,0.4286
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-11-20,0.3913
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-11-27,0.4783
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-12-04,0.5000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-12-11,0.5238
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-12-18,0.5238
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2023-12-26,0.4091
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-01-02,0.4500
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-01-08,0.4348
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-01-15,0.5217
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-01-22,0.5217
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-01-29,0.5455
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-02-05,0.5000
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-02-14,0.6111
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-02-19,0.5263
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-02-26,0.4500
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-03-04,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-03-11,0.5882
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-03-18,0.6667
Lucro Liquido Positivo,Projetado,1.0%,Markowitz,2024-03-25,0.6316
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-03-20,0.5952
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-03-27,0.5686
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-04-03,0.5926
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-04-10,0.6038
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-04-17,0.6154
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-04-24,0.6038
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-05-02,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-05-08,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-05-15,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-05-22,0.6545
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-05-29,0.6545
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-06-05,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-06-12,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-06-19,0.6000
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-06-26,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-07-03,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-07-10,0.5818
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-07-17,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-07-24,0.6182
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-07-31,0.6140
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-08-07,0.5789
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-08-14,0.6066
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-08-21,0.6441
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-08-28,0.6379
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-09-04,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-09-11,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-09-18,0.6897
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-09-25,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-10-02,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-10-09,0.6780
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-10-16,0.7018
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-10-23,0.6949
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-10-30,0.6610
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-11-06,0.6667
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-11-13,0.6562
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-11-20,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-11-27,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-12-04,0.6406
Lucro Liquido Positivo,Projetado,1.5%,Equal-Weight,2023-12-11,0.6406
